475         	100         	76          	
358         	18          	16          	
352         	18          	34          	
356         	22          	12          	
346         	20          	13          	
347         	16          	19          	
340         	39          	14          	
349         	19          	20          	
351         	16          	13          	
370         	13          	24          	
343         	30          	11          	
308         	28          	19          	
331         	15          	19          	
319         	18          	9           	
299         	19          	17          	
314         	19          	17          	
293         	14          	19          	
312         	17          	12          	
388         	18          	26          	
312         	15          	12          	
167         	20          	12          	
151         	17          	13          	
175         	14          	12          	
197         	14          	13          	
190         	15          	14          	
171         	17          	10          	
172         	18          	16          	
167         	22          	14          	
163         	17          	12          	
163         	18          	16          	
159         	14          	13          	
156         	11          	12          	
167         	15          	13          	
153         	12          	13          	
185         	16          	20          	
157         	12          	16          	
155         	13          	19          	
187         	11          	10          	
160         	14          	15          	
166         	10          	12          	
274         	18          	12          	
271         	12          	10          	
265         	12          	10          	
287         	13          	19          	
278         	18          	8           	
307         	14          	11          	
285         	17          	13          	
278         	12          	18          	
287         	17          	11          	
302         	13          	16          	
327         	15          	18          	
281         	14          	16          	
281         	15          	14          	
278         	12          	18          	
278         	13          	14          	
277         	13          	13          	
410         	17          	11          	
361         	14          	15          	
291         	15          	12          	
329         	16          	12          	
214         	16          	11          	
213         	13          	14          	
206         	16          	12          	
215         	14          	15          	
183         	16          	12          	
199         	14          	15          	
228         	15          	13          	
162         	14          	17          	
173         	14          	15          	
162         	13          	15          	
301         	15          	17          	
315         	13          	15          	
302         	13          	16          	
288         	16          	12          	
299         	15          	15          	
284         	13          	14          	
288         	18          	13          	
283         	14          	19          	
292         	13          	12          	
289         	18          	14          	
301         	13          	19          	
273         	15          	15          	
285         	15          	11          	
308         	14          	13          	
292         	17          	9           	
287         	20          	11          	
286         	18          	11          	
302         	20          	17          	
289         	19          	14          	
302         	20          	12          	
289         	18          	14          	
277         	18          	13          	
282         	13          	24          	
282         	15          	15          	
279         	15          	14          	
285         	24          	14          	
284         	19          	12          	
291         	18          	17          	
288         	18          	13          	
284         	17          	9           	

2664        	21          	16          	
2620        	22          	12          	
2998        	22          	21          	
2806        	22          	21          	
2524        	21          	19          	
2485        	19          	15          	
2539        	22          	20          	
2711        	23          	12          	
2695        	26          	24          	
2632        	24          	16          	
2745        	32          	21          	
2949        	33          	15          	
2945        	18          	20          	
2915        	20          	21          	
2709        	18          	12          	
2813        	24          	12          	
2709        	21          	12          	
2699        	20          	15          	
2758        	22          	14          	
2716        	27          	17          	
1435        	25          	31          	
1452        	19          	18          	
1444        	22          	13          	
1454        	27          	11          	
1449        	24          	14          	
1448        	13          	10          	
1445        	23          	14          	
1469        	22          	13          	
1431        	22          	14          	
1591        	13          	18          	
2721        	19          	17          	
3241        	18          	18          	
2740        	44          	28          	
2712        	21          	21          	
2713        	23          	21          	
2705        	15          	22          	
2708        	14          	17          	
2736        	19          	17          	
2704        	17          	22          	
2702        	22          	11          	
2914        	32          	23          	
2926        	19          	14          	
2934        	20          	20          	
2934        	21          	11          	
2914        	18          	21          	
2935        	19          	20          	
3006        	14          	18          	
2930        	19          	14          	
2934        	18          	17          	
2959        	18          	16          	
2245        	19          	21          	
2473        	21          	15          	
2243        	17          	16          	
2218        	21          	20          	
2238        	22          	22          	
2241        	27          	12          	
2234        	25          	15          	
2228        	19          	14          	
2246        	24          	18          	
2232        	25          	15          	
3586        	37          	25          	
3596        	19          	19          	
3595        	28          	11          	
3613        	22          	16          	
3761        	18          	17          	
4815        	30          	22          	
5528        	24          	30          	
4414        	32          	24          	
3836        	19          	16          	
3733        	18          	19          	
2465        	27          	33          	
2470        	19          	15          	
2521        	17          	16          	
2466        	23          	20          	
2513        	29          	12          	
2493        	17          	21          	
2471        	27          	11          	
2696        	22          	12          	
2545        	13          	12          	
3264        	22          	14          	
3052        	26          	21          	
3920        	21          	16          	
3722        	23          	19          	
4253        	26          	24          	
2899        	24          	23          	
2735        	27          	21          	
2727        	23          	32          	
2941        	22          	24          	
2727        	28          	20          	
3020        	24          	19          	
4440        	36          	23          	
4263        	29          	20          	
4489        	23          	19          	
6490        	27          	17          	
5215        	26          	19          	
4349        	21          	21          	
4396        	26          	24          	
4323        	27          	19          	
4213        	29          	26          	
4266        	29          	20          	

13780       	45          	20          	
13491       	28          	31          	
13462       	33          	25          	
11949       	27          	21          	
11844       	31          	20          	
12311       	21          	24          	
13807       	26          	22          	
13881       	29          	22          	
14585       	29          	21          	
13800       	30          	21          	
12283       	27          	31          	
12197       	29          	27          	
11411       	25          	16          	
10330       	30          	20          	
9464        	21          	29          	
9547        	34          	18          	
9550        	24          	28          	
9966        	36          	18          	
10333       	28          	18          	
9837        	25          	32          	
13946       	28          	38          	
15598       	31          	24          	
12455       	32          	25          	
11990       	37          	20          	
11802       	33          	23          	
12463       	33          	19          	
12673       	30          	20          	
11717       	27          	21          	
11825       	26          	29          	
11904       	26          	26          	
13321       	28          	39          	
13549       	26          	32          	
13361       	22          	22          	
13422       	26          	26          	
12893       	31          	29          	
12880       	28          	22          	
11800       	23          	21          	
12007       	26          	27          	
11759       	27          	20          	
11620       	30          	15          	
19845       	31          	35          	
20018       	34          	20          	
21217       	30          	22          	
21744       	32          	20          	
21658       	41          	17          	
21684       	27          	19          	
21355       	34          	19          	
21421       	36          	20          	
21873       	26          	26          	
21042       	27          	21          	
15959       	36          	33          	
16100       	21          	20          	
16124       	25          	20          	
17871       	36          	24          	
18459       	36          	22          	
18729       	28          	30          	
18537       	26          	26          	
18197       	36          	22          	
17558       	36          	25          	
16003       	23          	24          	
13644       	39          	28          	
13660       	17          	26          	
13670       	35          	18          	
13826       	17          	19          	
14133       	20          	21          	
13874       	25          	28          	
14049       	26          	22          	
13913       	25          	24          	
13763       	60          	60          	
14066       	52          	54          	
13154       	41          	35          	
12390       	40          	21          	
12795       	48          	46          	
12298       	25          	22          	
12267       	43          	35          	
12308       	17          	13          	
12304       	90          	54          	
12250       	54          	50          	
12263       	35          	16          	
12981       	93          	44          	
7250        	17          	61          	
7538        	37          	32          	
7530        	30          	15          	
7299        	40          	18          	
7523        	60          	33          	
7398        	42          	18          	
7163        	23          	20          	
7564        	73          	41          	
7156        	21          	32          	
7443        	62          	18          	
14894       	68          	53          	
15193       	70          	44          	
15978       	26          	24          	
14804       	21          	25          	
14626       	47          	19          	
14828       	27          	20          	
14787       	36          	17          	
14725       	29          	22          	
14861       	31          	16          	
14931       	26          	28          	

49119       	44          	26          	
48751       	60          	59          	
47153       	72          	76          	
47201       	39          	19          	
47829       	47          	26          	
48492       	47          	20          	
49497       	32          	24          	
47955       	54          	70          	
48724       	30          	28          	
48884       	37          	21          	
93952       	60          	48          	
92790       	33          	23          	
90739       	31          	24          	
91238       	47          	45          	
91853       	40          	18          	
93811       	56          	53          	
94155       	48          	38          	
92991       	41          	21          	
95269       	39          	26          	
93104       	31          	31          	
71563       	38          	25          	
68407       	69          	34          	
68722       	69          	58          	
68622       	46          	38          	
69297       	51          	40          	
68915       	50          	36          	
68850       	31          	17          	
68868       	47          	38          	
68594       	54          	53          	
68718       	66          	64          	
59594       	35          	35          	
60042       	97          	61          	
60251       	73          	49          	
60257       	61          	62          	
60086       	70          	67          	
59678       	56          	55          	
59675       	39          	29          	
59842       	54          	57          	
60070       	63          	60          	
59624       	71          	60          	
59197       	60          	48          	
60500       	66          	46          	
60028       	51          	49          	
59216       	70          	70          	
59141       	70          	59          	
60118       	33          	19          	
60621       	89          	62          	
63882       	60          	61          	
71040       	53          	26          	
69186       	42          	29          	
56905       	48          	27          	
55080       	44          	25          	
55785       	30          	30          	
56778       	30          	29          	
52356       	42          	37          	
58005       	31          	23          	
58678       	34          	25          	
56271       	42          	26          	
52985       	43          	28          	
53238       	29          	33          	
81508       	47          	33          	
81483       	29          	25          	
87432       	29          	31          	
81296       	39          	21          	
87138       	31          	32          	
79725       	33          	22          	
79832       	29          	28          	
81098       	44          	37          	
79482       	41          	22          	
78900       	35          	26          	
78242       	66          	50          	
78085       	51          	26          	
87777       	31          	33          	
89264       	34          	33          	
88120       	40          	29          	
80798       	39          	24          	
86182       	29          	23          	
80882       	43          	23          	
77845       	40          	25          	
88108       	40          	21          	
50540       	48          	37          	
45440       	29          	31          	
47514       	36          	36          	
47120       	32          	26          	
46876       	29          	33          	
44580       	28          	24          	
43852       	23          	28          	
44416       	23          	22          	
45437       	31          	22          	
49879       	40          	24          	
30660       	31          	43          	
31377       	33          	26          	
28340       	39          	29          	
27556       	38          	23          	
27112       	28          	24          	
26945       	26          	22          	
27028       	39          	23          	
29606       	36          	20          	
29316       	32          	26          	
27153       	39          	21          	

534035      	31          	31          	
537618      	53          	36          	
538702      	34          	28          	
546078      	34          	38          	
535610      	42          	31          	
540125      	47          	26          	
511802      	42          	27          	
522643      	36          	27          	
531217      	33          	27          	
505344      	69          	84          	
242442      	64          	69          	
241276      	33          	34          	
243393      	62          	47          	
239041      	34          	33          	
240246      	69          	72          	
238977      	89          	88          	
238943      	75          	73          	
240099      	49          	25          	
239531      	56          	46          	
238560      	69          	61          	
267861      	100         	65          	
269542      	61          	57          	
266453      	74          	76          	
265526      	71          	64          	
293672      	97          	54          	
272185      	94          	61          	
267529      	64          	62          	
265382      	63          	60          	
268134      	56          	43          	
265755      	70          	67          	
337900      	76          	57          	
338867      	83          	68          	
336167      	72          	68          	
336837      	53          	27          	
339978      	57          	45          	
336786      	81          	58          	
337274      	56          	26          	
337784      	75          	63          	
335835      	62          	48          	
338586      	83          	66          	
90879       	72          	55          	
91610       	44          	24          	
92213       	61          	31          	
91537       	61          	64          	
90748       	70          	61          	
90647       	55          	42          	
91994       	56          	55          	
93008       	31          	35          	
94372       	45          	39          	
93027       	31          	30          	
219421      	86          	67          	
219867      	74          	52          	
218703      	76          	41          	
219700      	61          	47          	
218622      	72          	56          	
220430      	48          	28          	
218778      	89          	75          	
218826      	80          	61          	
219029      	70          	27          	
222355      	69          	55          	
212134      	52          	43          	
209203      	75          	42          	
209879      	54          	38          	
209733      	41          	25          	
209579      	88          	79          	
210417      	50          	34          	
213211      	62          	49          	
211037      	58          	63          	
208905      	41          	52          	
210836      	43          	28          	
459179      	51          	23          	
456427      	99          	89          	
461280      	76          	70          	
454861      	88          	90          	
454936      	61          	55          	
453741      	91          	43          	
467697      	59          	64          	
455051      	44          	35          	
453726      	71          	56          	
456618      	34          	25          	
392158      	89          	54          	
386179      	48          	26          	
384249      	59          	57          	
384217      	37          	38          	
382396      	77          	71          	
384785      	72          	37          	
385770      	61          	42          	
382404      	76          	68          	
383537      	60          	61          	
383376      	37          	30          	
511441      	72          	67          	
513982      	90          	77          	
520815      	56          	51          	
535298      	41          	28          	
539885      	77          	73          	
546857      	33          	24          	
625473      	46          	27          	
539535      	31          	27          	
597647      	38          	33          	
595325      	46          	36          	

842069      	57          	77          	
854808      	35          	30          	
777036      	50          	40          	
828511      	54          	28          	
798445      	60          	41          	
875102      	46          	32          	
817371      	59          	28          	
844128      	40          	51          	
773932      	53          	36          	
871745      	39          	29          	
1812628     	58          	42          	
1796771     	60          	56          	
1768722     	44          	45          	
1713348     	44          	45          	
1693869     	45          	40          	
1593266     	46          	44          	
1592678     	63          	55          	
1604107     	109         	114         	
1591675     	87          	70          	
1592329     	75          	78          	
1755964     	132         	76          	
1747822     	48          	54          	
1752360     	98          	98          	
1754613     	92          	71          	
1748023     	63          	62          	
1756454     	105         	114         	
1771865     	54          	35          	
1754801     	144         	81          	
1906328     	71          	64          	
1834484     	40          	30          	
604878      	57          	42          	
613354      	41          	33          	
565293      	50          	39          	
576457      	43          	38          	
596273      	33          	31          	
608691      	47          	39          	
571553      	45          	41          	
582392      	38          	30          	
616119      	45          	34          	
578625      	42          	38          	
880580      	44          	33          	
863653      	64          	66          	
915973      	50          	36          	
992819      	51          	31          	
868979      	54          	34          	
923264      	37          	27          	
1049992     	46          	30          	
1129663     	58          	41          	
1103191     	58          	40          	
994802      	50          	35          	
871907      	47          	40          	
908189      	60          	28          	
1024339     	39          	31          	
954947      	45          	31          	
970205      	57          	38          	
838947      	41          	36          	
836151      	50          	28          	
921400      	33          	37          	
889308      	50          	29          	
830606      	38          	29          	
5021299     	76          	34          	
4839646     	61          	37          	
4672959     	64          	61          	
4599754     	74          	62          	
4603484     	69          	61          	
4624173     	87          	61          	
4595583     	86          	55          	
4613165     	48          	32          	
4573131     	57          	45          	
4575031     	137         	92          	
1044777     	103         	85          	
1033710     	75          	68          	
1034588     	78          	83          	
1035946     	77          	71          	
1034290     	51          	33          	
1034866     	81          	71          	
1033405     	69          	81          	
1034299     	92          	97          	
1032350     	91          	63          	
